id,path,duration,text_spt,text_original,ref_normalized,hyp_normalized,wer,cer,sequence_similarity,ref_word_count,hyp_word_count,sentence_checked
21327,00012348_0.wav,11.08,"zo'r urvenda glans jurnal qilamiz, predlojeniya berdik. Ularga ma'qul bo'ldi va mana natijasini o'zingiz ko'rib turibsiz. Ajoyib, bu jurnalni","zo'r urvenda, glyanseviy jurnal qilamiz dedik. Predlojeniye berdik. Ularga ma'qul bo'ldi i mana rezultatini o'zingiz ko'rib turibsiz. Ajoyib. Bu jurnalni",zo'r urvenda glans jurnal qilamiz predlojeniya berdik ularga ma'qul bo'ldi va mana natijasini o'zingiz ko'rib turibsiz ajoyib bu jurnalni,zo'r urvenda glyanseviy jurnal qilamiz dedik predlojeniye berdik ularga ma'qul bo'ldi i mana rezultatini o'zingiz ko'rib turibsiz ajoyib bu jurnalni,0.2632,0.1533,0.9053,19,20,"zo'r urvenda, glyanseviy jurnal qilamiz dedik. Predlojeniye berdik. Ularga ma'qul bo'ldi va mana rezultatini o'zingiz ko'rib turibsiz. Ajoyib. Bu jurnalni"
21545,00012499_0.wav,14.73,"olib bordik, seftraksion qilaman dedi. Endi seftraksion og'riqligi uchun ko'nglim bo'sh bolamni azob bermasligini xohlamadim, bir siropmi, tabletkami yozib bergin dedim. U aytdi:","olib bordik. Seftraksion qilaman dedi. Endi seftraksioni og'ri og'riqligi ukolligi uchun ko'nglim bo'lmish, bolamni azob yemasligini xohlamadim-u, bir serobmi, tabletkami, nima yozib bergin dedim. U aytdi",olib bordik seftraksion qilaman dedi endi seftraksion og'riqligi uchun ko'nglim bo'sh bolamni azob bermasligini xohlamadim bir siropmi tabletkami yozib bergin dedim u aytdi,olib bordik seftraksion qilaman dedi endi seftraksioni og'ri og'riqligi ukolligi uchun ko'nglim bo'lmish bolamni azob yemasligini xohlamadim-u bir serobmi tabletkami nima yozib bergin dedim u aytdi,0.3478,0.1744,0.9106,23,26,"olib bordik, seftraksion qilaman dedi. Endi seftraksionni og'riqlik ukolligi uchun ko'nglim bo'sh bolamni azob bermasligini xohlamadim-u, bir siropmi, tabletkami yozib bergin dedim. U aytdi:"
31124,00010384_1.wav,13.49,Bo'ldi. Menga qarang. 16 milliarddan oshiq pul qoplanmagan. Yo'q 16 milliard pul. Tushunarlimi endi sizga? Qayerdan chiqarib beray?,"Bo'ldi. Menga qarang. masalan o'n million to'lagan bo'lsa O'n olti milliarddan oshuv pul qoplanmagan. Yo'q o'n olti milliard pul. Tushunarlimi endi sizga? Xo'p, shuni kimdir masalan chiqarib berishingiz kerak-ku, shaffof bo'lish Qayerdan chiqarib beray?",bo'ldi menga qarang o'n olti milliarddan oshiq pul qoplanmagan yo'q o'n olti milliard pul tushunarlimi endi sizga qayerdan chiqarib beray,bo'ldi menga qarang masalan o'n million to'lagan bo'lsa o'n olti milliarddan oshuv pul qoplanmagan yo'q o'n olti milliard pul tushunarlimi endi sizga xo'p shuni kimdir masalan chiqarib berishingiz kerak-ku shaffof bo'lish qayerdan chiqarib beray,0.75,0.8029,0.5812,20,34,"Bo'ldi. Menga qarang. Masalan o'n million to'lagan bo'lsa, O'n olti milliarddan oshiq pul qoplanmagan. Yo'q o'n olti milliard pul. Tushunarlimi endi sizga? Xo'p, shuni kimdir masalan chiqarib berishingiz kerak-ku, shaffof bo'lishi uchun. Qayerdan chiqarib beray?"
30206,00006674_1.wav,10.81,"Ko'rarak so'z vosita davlat ro'yxatidan o'tganlik guvohnomasini rasmiylashtirib berib yuborilganligidan xabar topgandan so'ng, buni sabablarini","Ko'raroq zo'r vosita davlat ro'yxatidan o'tganlik guvohnomasini rasmiylashtirib berib yuborgan yuborilganligidan xabar topgandan so'ng, bu sabablarni",ko'rarak so'z vosita davlat ro'yxatidan o'tganlik guvohnomasini rasmiylashtirib berib yuborilganligidan xabar topgandan so'ng buni sabablarini,ko'raroq zo'r vosita davlat ro'yxatidan o'tganlik guvohnomasini rasmiylashtirib berib yuborgan yuborilganligidan xabar topgandan so'ng bu sabablarni,0.3333,0.1127,0.931,15,16,"Kuraraks vosita davlat ro'yxatidan o'tganlik guvohnomasini rasmiylashtirib berib yuborilganligidan xabar topgandan so'ng, buni sabablarini"
5575,00001470_0.wav,28.42,servis markazlari misol uchun ikkita uchta tashkilotda bor bor yo'q bo'ldi qolgani olib keladi qo'yadi bo'ldi tamom esdan chiqarib yuboradi importchilarga qo'yilayotgan standartlar mahalliy ishlab chiqaruvchilarga ham qo'yiladimi o'zi albatta hammasiga qonunchilik bir xil oladigan quvchi aynan mahalliy ishlab chiqaruvchini hozircha olmay turishi kerakmi shunda ustanovka qilmaslik kerak bozorda bozor erkin raqobat yo'qolib qolyapti hozir bizniki yopilyapti ular ishlab chiqaryapti,"servis markazlari misol uchun, ikkita-uchta tashkilotda bor, bor-yoʻgʻi, boʻldi. Qolgan... olib keladi, qoʻyadi, boʻldi tamom, esdan chiqaradi. Importchilarga qoʻyilayotgan standartlar mahalliy ishlab chiqaruvchilarga ham qoʻyiladimi oʻzi? Qoʻyilganmi? Albatta, hammasiga qonunchilik bir xil. Unda ham oladigan quruvchi aynan mahalliy ishlab chiqaruvchini liftini hozircha olmay turishi kerakmi shunda? Xoʻp, ustanovka qilmasligi kerakmi? Bozorda... Bozorda erkin raqobat yoʻqolib qolyapti-yu hozir, bizniki yopilyapti, ular ishlab chiqaryapti. Yoʻq, ular...",servis markazlari misol uchun ikkita uchta tashkilotda bor bor yo'q bo'ldi qolgani olib keladi qo'yadi bo'ldi tamom esdan chiqarib yuboradi importchilarga qo'yilayotgan standartlar mahalliy ishlab chiqaruvchilarga ham qo'yiladimi o'zi albatta hammasiga qonunchilik bir xil oladigan quvchi aynan mahalliy ishlab chiqaruvchini hozircha olmay turishi kerakmi shunda ustanovka qilmaslik kerak bozorda bozor erkin raqobat yo'qolib qolyapti hozir bizniki yopilyapti ular ishlab chiqaryapti,servis markazlari misol uchun ikkita-uchta tashkilotda bor bor-yo'g'i bo'ldi qolgan olib keladi qo'yadi bo'ldi tamom esdan chiqaradi importchilarga qo'yilayotgan standartlar mahalliy ishlab chiqaruvchilarga ham qo'yiladimi o'zi qo'yilganmi albatta hammasiga qonunchilik bir xil unda ham oladigan quruvchi aynan mahalliy ishlab chiqaruvchini liftini hozircha olmay turishi kerakmi shunda xo'p ustanovka qilmasligi kerakmi bozorda bozorda erkin raqobat yo'qolib qolyapti-yu hozir bizniki yopilyapti ular ishlab chiqaryapti yo'q ular,0.3167,0.1429,0.7976,60,64,
9227,00003874_0.wav,28.47,"Onasi, soxibaxon nima kamchilik bor deb kirib so'rab turaman. Yangamlar, buning kelinlari ajoyib pochcham bor deb maxtab yuboradi keyin. Pochcham kelmadimi deydi-da, kelmaydi, pochchang nima qilasan ko'p gapiradi shunday haligi. Kerak emas men o'zim yaxshi o'tiraman. Desam ham yo'q pochchamni ham chaqiraylik deb keyin telefon bilan chaqirib oladi, bu ukasinikida qoladi. Bir-bir 1000 qalla shukur. Endi hayotda bittasi sal bitta gapdan qolishi kerak.","onasi Sohibaxon nima kamchilik bor deb kirib so'rab turaman. Yangamlar, buning kelinlari, ajoyib pocham bor deb maxtab yuboradi keyin. Ha ha ha. Xuddi bunday. Pocham kelmadimi deydi-da. kelmaydim. Pochang nima qilasan, ko'p gapiradi, shunday haligi... Kerak emas, men o'zim yaxshi o'tiraman desam ham yo'q, pochani ham chaqiraylik deb keyin telefon bilan chaqirib oladi. Bu ukasinikida qoladi. Bir-birlaringizni to'ldirib turasizlar-da shunaqa. Ha. Xudoga ming qatla shukur. Endi hayotda bittasi sal bitta gapdan qolish kerak.",onasi soxibaxon nima kamchilik bor deb kirib so'rab turaman yangamlar buning kelinlari ajoyib pochcham bor deb maxtab yuboradi keyin pochcham kelmadimi deydi-da kelmaydi pochchang nima qilasan ko'p gapiradi shunday haligi kerak emas men o'zim yaxshi o'tiraman desam ham yo'q pochchamni ham chaqiraylik deb keyin telefon bilan chaqirib oladi bu ukasinikida qoladi bir-bir ming qalla shukur endi hayotda bittasi sal bitta gapdan qolishi kerak,onasi sohibaxon nima kamchilik bor deb kirib so'rab turaman yangamlar buning kelinlari ajoyib pocham bor deb maxtab yuboradi keyin ha ha ha xuddi bunday pocham kelmadimi deydi-da kelmaydim pochang nima qilasan ko'p gapiradi shunday haligi kerak emas men o'zim yaxshi o'tiraman desam ham yo'q pochani ham chaqiraylik deb keyin telefon bilan chaqirib oladi bu ukasinikida qoladi bir-birlaringizni to'ldirib turasizlar-da shunaqa ha xudoga ming qatla shukur endi hayotda bittasi sal bitta gapdan qolish kerak,0.3016,0.1955,0.4995,63,73,"Onasi, Sohibaxon, nima kamchilik bor deb kirib so'rab turaman. Yangamlar, buning kelinlari ajoyib pochcham bor deb maqtab yuboradi keyin. Pochcham kelmadimi deydi-da, Pochchani nima qilasan? Ko'p gapiradi shunday haligi. Kerak emas men o'zim yaxshi o'tiraman, desam ham, yo'q pochchamni ham chaqiraylik deb keyin telefon bilan chaqirib oladi, bu ukasinikida qoladi. Bir-birlaringni to'ldirib turasizlarda. Ha. Xudoga ming qatra shukur. Endi hayotda bittasi sal bitta gapdan qolishi kerak."
9056,00003729_0.wav,28.49,"Ularda HIV kasalligi ko'p. O'sha kasallik, spid kasalligi. Endi u spid, CMV retinitis degan kasallik ko'p anaqa qiladi, viruslar. Immuno sistema tushgandan keyin viruslar ko'zga ta'sir qiladi. Nafaqat ko'zga, butun badanga, lekin men ko'z vrach bo'lganimga ko'zga ham ta'sir qiladi. Ko'z ta'sir qilgandan keyin, otsloyka setchatki degan kasallik bor, endi o'rishga aytib yubordim. Shuni endi","ularda HIV kasalligi ko'p. Mhm. OITS kasalligi, SPID, SPID kasalligi. SPID, ha. Endi u SPID, em, CMV Retinitis degan kasallik ko'p anaqa qiladi, viruslar. Immuno sistema tushgandan keyin, viruslar ko'zga, ko'zga ta'sir qiladi. Nafaqat ko'zga, butun badanga. Lekin men ko'z vaqt vrach bo'lganimga, ko'zga ham ta'sir qiladi. Mhm. Ko'z ta'sir qilgandan keyin, aslok setchatki degan anaqa kasallik bor. Endi o'rischaga ketib qoldim. Shuni endi davo...",ularda hiv kasalligi ko'p o'sha kasallik spid kasalligi endi u spid cmv retinitis degan kasallik ko'p anaqa qiladi viruslar immuno sistema tushgandan keyin viruslar ko'zga ta'sir qiladi nafaqat ko'zga butun badanga lekin men ko'z vrach bo'lganimga ko'zga ham ta'sir qiladi ko'z ta'sir qilgandan keyin otsloyka setchatki degan kasallik bor endi o'rishga aytib yubordim shuni endi,ularda hiv kasalligi ko'p mhm oits kasalligi spid spid kasalligi spid ha endi u spid em cmv retinitis degan kasallik ko'p anaqa qiladi viruslar immuno sistema tushgandan keyin viruslar ko'zga ko'zga ta'sir qiladi nafaqat ko'zga butun badanga lekin men ko'z vaqt vrach bo'lganimga ko'zga ham ta'sir qiladi mhm ko'z ta'sir qilgandan keyin aslok setchatki degan anaqa kasallik bor endi o'rischaga ketib qoldim shuni endi davo,0.2909,0.172,0.76,55,65,
10216,00013835_1.wav,10.38,"Odamlar mana shu 2016-yil mart oylarida olinib, ularni ikkovini ham shu uchinchi yil davomida nima qila olmadi, xizmatlariga ham bo'la olmadi.","odamlar mana shu 2016-yili mart oylarida olamdan o'tdilar. Ularning ikkovini ham shu shuncha yil davomida nima qila olmadim, xizmatlarida ham bo'la olmadim.",odamlar mana shu ikki ming o'n oltinchi yil mart oylarida olinib ularni ikkovini ham shu uchinchi yil davomida nima qila olmadi xizmatlariga ham bo'la olmadi,odamlar mana shu ikki ming o'n oltinchi yili mart oylarida olamdan o'tdilar ularning ikkovini ham shu shuncha yil davomida nima qila olmadim xizmatlarida ham bo'la olmadim,0.32,0.1401,0.9085,25,26,"Adamlar mana shu 2016-yilning mart oylarida olamdan o'tdilar. Ularni ikkovini ham shu shuncha yil davomida nima qila olmadim, xizmatlarida ham bo'la olmadim."
3477,00011075_1.wav,6.33,,I plyus apteka yeshsho imeyet pravo yigirma-yigirma besh protsent hozir stavit qilishga. To yest mana shunaqa tsenoobrazovaniye ketyapti.,,i plyus apteka yeshsho imeyet pravo yigirma-yigirma besh protsent hozir stavit qilishga to yest mana shunaqa tsenoobrazovaniye ketyapti,18.0,135.0,0.0,0,18,
10061,00013739_0.wav,7.74,narxi analizni nima deydi shu reaktiv qismini narxi 10 dollar,"qismi narxi. Aha. Analizni nima deydi, shu reaktiv qismi narxi 10 dollar.",narxi analizni nima deydi shu reaktiv qismini narxi o'n dollar,qismi narxi aha analizni nima deydi shu reaktiv qismi narxi o'n dollar,0.3,0.1935,0.9091,10,12,narxi analizni nima beradi shu reaktiv qismini narxi 10 dollar
32044,00019557_0.wav,26.6,"Undan boshqa vakolat yo'q hech kimda. O'zini Star med centr klinikasi direktori deb tanishtirgan shaxs Sog'liqni saqlash vazirligining litsenziyalash, akkreditatsiyalash va tibbiy turizmni rivojlantirish boshqarmasi boshlig'i Jaloliddin Asomiddinov bilan bog'landi. Vazirlik rasmiysi esa allaqachon klinikani vaqtinchalik yopish haqida xat chiqarilgani, ya'ni klinikaga yuborilganini tasdiqladi.","Bundan boshqa vakolat yo'q hech kimda. O'zini Starmer sentr klinikasi direktori deb tanishtirgan shaxs sog'liqni saqlash vazirligining litsenziyalash, akkreditatsiyalash va tibbiy turizmni rivojlantirish boshqarmasi boshlig'i Jaloliddin Asomuddinov bilan bog'landi. Vazirlik rasmiysi esa allaqachon klinikani vaqtinchalik yopish haqida xat chiqarilgani, ya'ni klinikaga yuborilganini tasdiqladi. Sizdan boshqa kim telefon qildi?",undan boshqa vakolat yo'q hech kimda o'zini star med centr klinikasi direktori deb tanishtirgan shaxs sog'liqni saqlash vazirligining litsenziyalash akkreditatsiyalash va tibbiy turizmni rivojlantirish boshqarmasi boshlig'i jaloliddin asomiddinov bilan bog'landi vazirlik rasmiysi esa allaqachon klinikani vaqtinchalik yopish haqida xat chiqarilgani ya'ni klinikaga yuborilganini tasdiqladi,bundan boshqa vakolat yo'q hech kimda o'zini starmer sentr klinikasi direktori deb tanishtirgan shaxs sog'liqni saqlash vazirligining litsenziyalash akkreditatsiyalash va tibbiy turizmni rivojlantirish boshqarmasi boshlig'i jaloliddin asomuddinov bilan bog'landi vazirlik rasmiysi esa allaqachon klinikani vaqtinchalik yopish haqida xat chiqarilgani ya'ni klinikaga yuborilganini tasdiqladi sizdan boshqa kim telefon qildi,0.2273,0.0949,0.1256,44,48,"Bundan boshqa vakolat yo'q hech kimda. O'zini Star med centr klinikasi direktori deb tanishtirgan shaxs Sog'liqni saqlash vazirligining litsenziyalash, akkreditatsiyalash va tibbiy turizmni rivojlantirish boshqarmasi boshlig'i Jaloliddin Asomiddinov bilan bog'landi. Vazirlik rasmiysi esa allaqachon klinikani vaqtinchalik yopish haqida xat chiqarilgani, ya'ni klinikaga yuborilganini tasdiqladi. Sizdan boshqa kim telefon qildi?"
29250,00017706_1.wav,12.3,"gentleman bo'lsin, o'ziga qaraydigan, o'qimishli. Gentleman degani nimani nazarda tutasiz? Gentleman qanaqa gentleman erkak, o'sha paytiga mana Guli xonimni","nima, gentleman bo'lsin, o'ziga qaraydigan, o'qimishli. Gentleman degani nimani nazarda tutasiz? Gentleman, ya'ni Qanaqa mana gentleman erkak. O'sha paytdagi mana Guli xonimni",gentleman bo'lsin o'ziga qaraydigan o'qimishli gentleman degani nimani nazarda tutasiz gentleman qanaqa gentleman erkak o'sha paytiga mana guli xonimni,nima gentleman bo'lsin o'ziga qaraydigan o'qimishli gentleman degani nimani nazarda tutasiz gentleman ya'ni qanaqa mana gentleman erkak o'sha paytdagi mana guli xonimni,0.2105,0.1258,0.9342,19,22,"gentleman bo'lsin, o'ziga qaraydigan, o'qimishli. Gentleman degani nimani nazarda tutasiz? Gentleman qanaqa gentleman erkak, o'sha paytiga mana Guli xonimni"
31648,00019306_0.wav,14.93,"Oila bo'ladi, uy bo'ladi, mashina bo'ladi, yaxshi bo'ladi, xudo xohlasa. Bu yerdan ham, O'zbekistondan ham farqi yo'q. Bu ikkinchi masala. Bu bitta sandiq, vibor, tanlov. Tanlov. Ikkinchisi, bu juda ham riskovniy tanlov, bu","oila bo'ladi, uy bo'ladi, mashina bo'ladi, yaxshi bo'ladi, Xudo xohlasa. Bu yerdami O'zbekiston farqi yo'q. U ikkinchi masala. Bu bitta sanda vybor, tanlov. tanlov. Ikkinchisi, bu juda ham riskovanniy tanlov bu",oila bo'ladi uy bo'ladi mashina bo'ladi yaxshi bo'ladi xudo xohlasa bu yerdan ham o'zbekistondan ham farqi yo'q bu ikkinchi masala bu bitta sandiq vibor tanlov tanlov ikkinchisi bu juda ham riskovniy tanlov bu,oila bo'ladi uy bo'ladi mashina bo'ladi yaxshi bo'ladi xudo xohlasa bu yerdami o'zbekiston farqi yo'q u ikkinchi masala bu bitta sanda vybor tanlov tanlov ikkinchisi bu juda ham riskovanniy tanlov bu,0.2424,0.0861,0.951,33,31,"Oila bo'ladi, uy bo'ladi, mashina bo'ladi, yaxshi bo'ladi, xudo xohlasa. Bu yeradami O'zbekistonmi farqi yo'q. Bu ikkinchi masala. Bu bitta sandiq, vibor, tanlov. Tanlov. Ikkinchisi, bu juda ham riskovniy tanlov, bu"
2170,00017210.wav,7.3361875,,[musiqa],,[musiqa],1.0,8.0,0.0,0,1,[musiqa]
18362,00002155_1.wav,10.18,"Bizning davlatlarimizda a'zo davlatlarimizni kuchaytiradi, uni kuchaytiradi. Shuning uchun","bizding devletlerimizde, a'zo devletlerimizde kushendik... e... gushtendiredi. oni e, kusheytedi. e... sonduqtan,",bizning davlatlarimizda a'zo davlatlarimizni kuchaytiradi uni kuchaytiradi shuning uchun,bizding devletlerimizde a'zo devletlerimizde kushendik e gushtendiredi oni e kusheytedi e sonduqtan,1.2222,0.5114,0.5241,9,12,
21419,00012412_0.wav,11.99,,"U yerda aktyorlar kelardi. U yerda politiklar kelardi, u yerga futbolistlar kelardi. Qanaqa mashhur odamlarni ko'rgansiz? Qaysi mashhur odamlar? Tom Hiddleston kelgan, Loki, Tom Hiddleston kelgan.",,u yerda aktyorlar kelardi u yerda politiklar kelardi u yerga futbolistlar kelardi qanaqa mashhur odamlarni ko'rgansiz qaysi mashhur odamlar tom hiddleston kelgan loki tom hiddleston kelgan,26.0,188.0,0.0,0,26,"U yerda aktyorlar kelardi. U yerda politiklar kelardi, u yerga futbolistlar kelardi. Qanaqa mashhur odamlarni ko'rgansiz? Qaysi mashhur odamlar? Tom Hiddleston kelgan, Loki, Tom Hiddleston kelgan."
637,00004904.wav,6.608,"Ya'ni o'sha vaqtda kurashib olmadingiz, sizga talab qilganda aytmagansiz.",ya'ni o'sha vaqtda qurilish bo'limi sizga talab qilganda aytmagansiz.,ya'ni o'sha vaqtda kurashib olmadingiz sizga talab qilganda aytmagansiz,ya'ni o'sha vaqtda qurilish bo'limi sizga talab qilganda aytmagansiz,0.2222,0.1831,0.8489,9,9,
24154,00012916_0.wav,27.39,"ishga nima degani? Bular orasida o'rta maxsuslar ham ishlab kelyapti, nafaqada bo'lganlar ham ishlab kelyapti barchasi. Ya'ni o'sha soatidan kelib chiqqan holda 3-4 million chiqishi yoki kimdir bir oylik kam chiqishi shuni ham inobatga olish kerak. Lekin hamma birdek 1000 dollar oylik oladi degan narsa utopiya. Bitta o'qituvchini oyligini 1 millionga bir oyga oshiradigan bo'lsak, sizga kamida ijtimoiy soliqni hisobga olsak, bir yilga 7 trilliondan ziyod mablag' kerak.","nima degan, bular orasida oʻrta maxsuslar ham ishlab kelyapti. Nafaqada boʻlganlar ham ishlab kelyapti balkim. Ya'ni o'sha soatidan kelib chiqqan holda, uch-u to'rt million chiqishi yoki kimnidir oylik kam chiqishi, shuni ham inobatga olishi kerak. Lekin hamma birdek 1000 dollar oylik oladi degan narsa, bu utopiya. Bitta o'qituvchini oyligini bir millionga bir oyga oshiradigan bo'lsak, yagona ijtimoiy solig' bilan aytadigan bo'lsak, bir yilga yetti trilliondan ziyod mablag' degani.",ishga nima degani bular orasida o'rta maxsuslar ham ishlab kelyapti nafaqada bo'lganlar ham ishlab kelyapti barchasi ya'ni o'sha soatidan kelib chiqqan holda uch-to'rt million chiqishi yoki kimdir bir oylik kam chiqishi shuni ham inobatga olish kerak lekin hamma birdek ming dollar oylik oladi degan narsa utopiya bitta o'qituvchini oyligini bir millionga bir oyga oshiradigan bo'lsak sizga kamida ijtimoiy soliqni hisobga olsak bir yilga yetti trilliondan ziyod mablag' kerak,nima degan bular orasida o'rta maxsuslar ham ishlab kelyapti nafaqada bo'lganlar ham ishlab kelyapti balkim ya'ni o'sha soatidan kelib chiqqan holda uch-u to'rt million chiqishi yoki kimnidir oylik kam chiqishi shuni ham inobatga olishi kerak lekin hamma birdek ming dollar oylik oladi degan narsa bu utopiya bitta o'qituvchini oyligini bir millionga bir oyga oshiradigan bo'lsak yagona ijtimoiy solig' bilan aytadigan bo'lsak bir yilga yetti trilliondan ziyod mablag' degani,0.2353,0.1113,0.3996,68,68,
18920,00014887_1.wav,15.2,"saqlanadi, juda ham biz uchun muqaddas hisoblanadi. Dadamni o'zini onalari biz bilan birga yashagan bu yerda. Amakilari ham bo'lgani bilan dadam o'tganlaridan keyin rosta bir yildan keyin o'sha dadam o'tgan kunlarida o'tib qolishgan. Juda ham nima qattiq qayg'u","saqlanadi. Judayam biz uchun muqaddas hisoblanadi. Dadamni o'zini onalari biz bilan birla yashagan bu yerda. Amakilarim bo'lgani bilan dadam o'tganlaridan keyin, rossa bir yildan keyin o'sha dadam o'tgan kunlarida o'tib qolishgan. Judayam nima, qattiq qay",saqlanadi juda ham biz uchun muqaddas hisoblanadi dadamni o'zini onalari biz bilan birga yashagan bu yerda amakilari ham bo'lgani bilan dadam o'tganlaridan keyin rosta bir yildan keyin o'sha dadam o'tgan kunlarida o'tib qolishgan juda ham nima qattiq qayg'u,saqlanadi judayam biz uchun muqaddas hisoblanadi dadamni o'zini onalari biz bilan birla yashagan bu yerda amakilarim bo'lgani bilan dadam o'tganlaridan keyin rossa bir yildan keyin o'sha dadam o'tgan kunlarida o'tib qolishgan judayam nima qattiq qay,0.2368,0.0467,0.8972,38,35,"saqlanadi, juda ham biz uchun muqaddas hisoblanadi. Dadamni o'zini onalari biz bilan birga yashagan bu yerda. Amakilari ham bo'lgani bilan dadam o'tganlaridan keyin rosta bir yildan keyin o'sha dadam o'tgan kunlarida o'tib qolishgan. Juda ham nima qattiq qayg'u"
21351,00012369_1.wav,4.56,,"O'sha Zarshoh akam kelganlari, menga sherik paydo bo'lgan Londonda birga yurishga, aylanishga.",,o'sha zarshoh akam kelganlari menga sherik paydo bo'lgan londonda birga yurishga aylanishga,12.0,91.0,0.0,0,12,"O'sha Rashid akam kelganlari, menga sherik paydo bo'lgan Londonda birga yurishga, aylanishga."
20218,00003642_0.wav,7.24,narxini arzonlashtirish uchun proton almashuvchi membranalarini o'zimizni laboratoriyada,hozir narxini arzonlashtirish uchun proton almashinuvchi membranalarni o'zimizni laboratoriyada,narxini arzonlashtirish uchun proton almashuvchi membranalarini o'zimizni laboratoriyada,hozir narxini arzonlashtirish uchun proton almashinuvchi membranalarni o'zimizni laboratoriyada,0.375,0.1023,0.9508,8,9,hozir narxini arzonlashtirish uchun proton almashinuvchi membranalarini o'zimizni laboratoriyada
26119,00017992_0.wav,6.39,"hamda ko'zlarni kover qilishdi, boshqa qilishdi, keyin Las Vegasga ketyapman yana.","hamma costlarni cover qilishdi, boshqa qilishdi, keyin Las Vegasga ketyapman yana.",hamda ko'zlarni kover qilishdi boshqa qilishdi keyin las vegasga ketyapman yana,hamma costlarni cover qilishdi boshqa qilishdi keyin las vegasga ketyapman yana,0.2727,0.0633,0.9367,11,11,"hamda costlarni cover qilishdi, boshqa qilishdi, keyin Las Vegasga ketyapman yana."
14588,00020782_0.wav,28.5,"Moskvada o'tirib hayron qolaman orasida. O, deymanda, Toshkentda bor narsa deymanda. Znachit, skoro Moskvaga keladi deymanda. Odam shunaqa ko'p narsalar bu yerda yaxshi, ko'p yaxshi, tez otlab ketdi-da rivojlanishi. Shuning uchun shu urush bo'lmagani yaxshi. Bo'lmasin umuman, hech kimni o'yida ham bo'lmasin shu. O'zbekiston boylikku. Lekin eng asosiy boyligimiz bu O'zbekiston zaminida istiqomat qil","Moskvada oʻtirib hayron qolaman orasida. Oʻ deymanda, Toshkentda bor narsa deymanda. Znachit skoro Moskvaga keladi deyman-da. Potomu chto koʻp narsalar bu yerda uje yaxshi, koʻp yaxshi, uje tez otlab ketdi-da rivojlanishi. Shuning uchun shu urush boʻlmagani yaxshi. Boʻlmasin umuman, vashshe hech kimni oʻyinda da boʻlmoq kerak shu. Oʻzbekistonda boylik-ku. Lekin eng asosiy boyligʻimiz bu Oʻzbekiston zaminida istiqomat qilib",moskvada o'tirib hayron qolaman orasida o deymanda toshkentda bor narsa deymanda znachit skoro moskvaga keladi deymanda odam shunaqa ko'p narsalar bu yerda yaxshi ko'p yaxshi tez otlab ketdi-da rivojlanishi shuning uchun shu urush bo'lmagani yaxshi bo'lmasin umuman hech kimni o'yida ham bo'lmasin shu o'zbekiston boylikku lekin eng asosiy boyligimiz bu o'zbekiston zaminida istiqomat qil,moskvada o'tirib hayron qolaman orasida o' deymanda toshkentda bor narsa deymanda znachit skoro moskvaga keladi deyman-da potomu chto ko'p narsalar bu yerda uje yaxshi ko'p yaxshi uje tez otlab ketdi-da rivojlanishi shuning uchun shu urush bo'lmagani yaxshi bo'lmasin umuman vashshe hech kimni o'yinda da bo'lmoq kerak shu o'zbekistonda boylik-ku lekin eng asosiy boylig'imiz bu o'zbekiston zaminida istiqomat qilib,0.2778,0.116,0.411,54,58,"Moskvada o'tirib hayron qolaman orasida. O', deymanda, Toshkentda bor narsa deymanda. Znachit, skoro Moskvaga keladi deyman-da. Odam shunaqa ko'p narsalar bu yerda yaxshi, ko'p yaxshi, tez otlab ketdi-da rivojlanishi. Shuning uchun shu urush bo'lmagani yaxshi. Bo'lmasin umuman, hech kimni uyida bo'lmasin shu. O'zbekistonda boylik ko'p. Lekin eng asosiy boyligimiz bu O'zbekiston zaminida istiqomat qilib"
21536,00012492_0.wav,14.89,Kim bilsa eshitmayapti ko'rmayapti ekan. Yo'q ko'rmayapti eshitmayapti. Hozir telefonimda hozir endi kepeydan qo'yishmaydi qo'yib berardim ko'rsatib berardim.,"hech kim bo'lsa ham eshitmayapti, ko'rmayapti ekan.
Aka, bugungi kunda ham saxovatni ko'rmay, eshitmayaptimi?
Yo'q, ko'rmayapti, eshitmayapti. Hozir telefonimda, hozir endi KPDdan qo'yishmaydi, qo'yib berardim, ko'rsatib berardim.
Rakomga savol bormi?
Savol, Oshbek aka, mana bu tergoda...",kim bilsa eshitmayapti ko'rmayapti ekan yo'q ko'rmayapti eshitmayapti hozir telefonimda hozir endi kepeydan qo'yishmaydi qo'yib berardim ko'rsatib berardim,hech kim bo'lsa ham eshitmayapti ko'rmayapti ekan aka bugungi kunda ham saxovatni ko'rmay eshitmayaptimi yo'q ko'rmayapti eshitmayapti hozir telefonimda hozir endi kpddan qo'yishmaydi qo'yib berardim ko'rsatib berardim rakomga savol bormi savol oshbek aka mana bu tergoda,1.1111,0.7871,0.5258,18,36,"Keyin bilsam eshitmayapti, ko'rmayapti ekan. Aka, bugungi kunda ham saxovatni ko'rmay, eshitmayaptimi? Yo'q ko'rmayapti, eshitmayapti. Hozir telefonimda hozir endi kepeydan qo'yishmaydi. Qo'yib berardim, ko'rsatib berardim. Rakomga savol bormi? Savol, Olimjon aka, mana bu tergovda"
