id,client_id,path,sentence_id,up_votes,down_votes,age,gender,type,duration,word_count,speaker_trust_score,sentence,predicted_sentence,ref_normalized,hyp_normalized,wer,cer,sequence_similarity,ref_word_count,hyp_word_count,path_wav,sentence_checked
2332,c61328006b1f9612513d21e38524856bfbff88d16d6ac677c55295d75b5ff0df3f447367559d6db6fc04fe990503df51a623d512789d1d752ee1e9a90344763d,common_voice_uz_32163169.mp3,55db8751ac3262a0cfa8455b1f72cb9942b13a5e63d1f85e92415f47d909a108,0,1,,,other,9.396,13,0.0456,"Biroq, faqat bitta tilda yurak deb atalmish zabonda sevgi izhor qiladilar, quvonadilar, sog'inadilar.","Biroq, faqat bitta tilda yurak deb atalmish zabonlar sevgi izhorlar qildilar, quvondilar, sog'indilar.",biroq faqat bitta tilda yurak deb atalmish zabonda sevgi izhor qiladilar quvonadilar sog'inadilar,biroq faqat bitta tilda yurak deb atalmish zabonlar sevgi izhorlar qildilar quvondilar sog'indilar,0.3846,0.0825,0.9538,13,13,common_voice_uz_32163169.wav,
2631,0e3b1de1d3a5f173b312a2ce5d925939aea8a36f8682f5458c83e841f06f5f243f3cddec78e5270bfb42466640bfcd59bccc933ed34b5b16e83f7918f403c704,common_voice_uz_32631476.mp3,62f721a39a802b11799116d39723316e2d5233e0e1747d91fde4d785f0996566,0,0,twenties,male_masculine,other,3.708,5,0.6396,"Yo'q, ariza qo'ynimda turibdi, mana.","Yo'q, ariza qo'limda turibdi, mana.",yo'q ariza qo'ynimda turibdi mana,yo'q ariza qo'limda turibdi mana,0.2,0.0606,0.9538,5,5,common_voice_uz_32631476.wav,
2445,1c6c020a982642fe7a5c0172b94df3a11bc6feca65c59c021209f9ff9903e02e336cb29135bfc6593b6c856a3d64ea95cda8669984ede781491c72181b1fe124,common_voice_uz_32263484.mp3,5994db01d7a1fdbe36b21a88c9591501d90275e578b4ec5c5deeb4689321b504,0,0,teens,male_masculine,other,8.46,8,0.4253,Yigit yugurib borib kampirning qo'lidan obkashni olmoqchi bo'libdi.,Yigit yugurib borib kampirning qo'lidan opkasini olmoqchi bo'ldi.,yigit yugurib borib kampirning qo'lidan obkashni olmoqchi bo'libdi,yigit yugurib borib kampirning qo'lidan opkasini olmoqchi bo'ldi,0.25,0.0606,0.9538,8,8,common_voice_uz_32263484.wav,
2241,d0e639a0361e5db23ea7dbb0e517446a073141a279a9e0f0d52c03d236232421c1c611e09dea60ddbf842784dd789d4c0a3a52bbd2892f1e99a33e36837ccb1d,common_voice_uz_32110688.mp3,4a452e84f3fc6eff15b533b0cd500ba971fdb910260730cdd1fdf096f458ce0c,0,0,teens,male_masculine,other,8.82,11,0.7004,Qibrayda qalbaki kadastr hujjatlarni tayyorlash bilan bog'liq firibgarlik harakatlari fosh etildi,"Xabarda, qalbakiy kadastr hujjatlarini tayyorlash bilan bog'liq firibgarlik harakatlari fosh etildi.",qibrayda qalbaki kadastr hujjatlarni tayyorlash bilan bog'liq firibgarlik harakatlari fosh etildi,xabarda qalbakiy kadastr hujjatlarini tayyorlash bilan bog'liq firibgarlik harakatlari fosh etildi,0.2727,0.0619,0.9538,11,11,common_voice_uz_32110688.wav,
2396,4806820f6e91a2f814e5657f9fc120f08ad20fade814aab281123b4e1c225b9de7a5ae8f42b90e090dea6ddea9bade338fb1e9740a8903660f116d5b1db52af0,common_voice_uz_32209428.mp3,53f87696fce31db463196ab8c483f3c03c9988ef7fa979d1dafb6ae347eefaf9,0,0,,,other,8.288,14,0.5,"Buxoroda Turkmaniston talabalari qiyin ahvolda qiz joniga qasd qildi, boshqalari turli ishlarni qilishga majbur","Buxoroda tutmasdan talabalar qiyin ahvolda, qiz joniga qasd qildi, boshqalari turli ishlarni qilishga majbur.",buxoroda turkmaniston talabalari qiyin ahvolda qiz joniga qasd qildi boshqalari turli ishlarni qilishga majbur,buxoroda tutmasdan talabalar qiyin ahvolda qiz joniga qasd qildi boshqalari turli ishlarni qilishga majbur,0.1429,0.0636,0.9537,14,14,common_voice_uz_32209428.wav,
598,b7808eea20000dd73de504f3d1b545ee8e39025baca4052d52836a54bd5968887676fa6b52c02bef7736d6779319e1ba4dad424327187e9a15a59577b8671d12,common_voice_uz_30156456.mp3,d031c4fb1805d0d0b34a1de8c008676dbbe1bd959cec2c6d2e40f4f0f949e655,1,1,teens,male_masculine,other,8.496,13,0.6816,Shifokor retsepti bilano´n biryoshli qizga Seftriakson qilingan vauchdaqiqa ichida inyeksiya reaksiya bera boshlagan,Shifokor retsepi bilan 11 yoshli qizga seftriakson qilingan va u uch daqiqa ichida infeksiya reaksiya bera boshlagan.,shifokor retsepti bilano´n biryoshli qizga seftriakson qilingan vauchdaqiqa ichida inyeksiya reaksiya bera boshlagan,shifokor retsepi bilan o'n bir yoshli qizga seftriakson qilingan va u uch daqiqa ichida infeksiya reaksiya bera boshlagan,0.7692,0.0776,0.9536,13,18,common_voice_uz_30156456.wav,
2033,b303b536e41d001670724c7f7902bae04eb218dcb714e1371013df685b6dbadd8306f9e1cd3631f6fc259334b4408bafd3e8332379d865973f77707edd2b9bd8,common_voice_uz_31992195.mp3,3ff5b6841770f2345b0ac1f41db9fb9d1cd3d7086e24b9d94ce886d06b1ab30e,0,0,twenties,male_masculine,other,6.3,10,0.6494,Odam biron imoratga ziyon bersa falon moddaga binoan javobgarlikka tortiladi.,"Odam bilan imoratga ziyon bersa, falon moddaga bilan javobgarlikka tortiladi.",odam biron imoratga ziyon bersa falon moddaga binoan javobgarlikka tortiladi,odam bilan imoratga ziyon bersa falon moddaga bilan javobgarlikka tortiladi,0.2,0.0526,0.9536,10,10,common_voice_uz_31992195.wav,
1996,74736f3eca369c52db8fa18e3677fd37a0bdd238f7ddc1a071ef6be026336bf2de01b693b327f9c12ab646826e7a75e3f1b576863c83f1261675374211c84afe,common_voice_uz_31960658.mp3,3d18c06611e47a028252c3999e33f195c238b50164574c640304e7eadf0ff14a,0,0,teens,male_masculine,other,10.476,10,0.6457,"Yig'lab-siq- tasa, uyingizga sig'may qoldimmi, deb shovqin solsayam go'rga edi.","Yig'lab siqtasa, uyingizga sig'may qoldimmi deb shovqin solsa ham go'rga edi.",yig'lab-siq- tasa uyingizga sig'may qoldimmi deb shovqin solsayam go'rga edi,yig'lab siqtasa uyingizga sig'may qoldimmi deb shovqin solsa ham go'rga edi,0.4,0.0658,0.9536,10,11,common_voice_uz_31960658.wav,
958,30fd02023d452dbd8d83510cf487aabca11a7138c6245bf13db730dfd6e9f71e9f3ce9c7e690f730dcbd1ab281acd9b201a2a71b0dc81eac3c63620d7f79f993,common_voice_uz_30275036.mp3,8eba1c9026fa18537798b19407a4e2acf19b1bdcea74a0d1cbd57c311fe18acd,0,0,twenties,female_feminine,other,8.928,11,0.8815,"Ana shunday qiyinchiliklar, uyqusiz tunlarga chidab, sabr qilib senlarni katta qilganman",Ana shu qiyinchiliklar uyqusiz kun tunlarga chidab sabr qilib senlarni katta qilganman.,ana shunday qiyinchiliklar uyqusiz tunlarga chidab sabr qilib senlarni katta qilganman,ana shu qiyinchiliklar uyqusiz kun tunlarga chidab sabr qilib senlarni katta qilganman,0.1818,0.093,0.9535,11,12,common_voice_uz_30275036.wav,
1005,bc69c744bf0f8464394b0554f6d87cc8e1bb9286bf3d13bf8492d0b48c3da997198a0f90a9fb9d7390d2bde284907bf6750dca97b9cd2d1195f51874358d334d,common_voice_uz_30284632.mp3,a44c61807a35e17c4756200e1cf4e4996a08e4f2b8bb98b63ce8d2b0b31d3f35,0,0,teens,male_masculine,other,10.26,12,0.7333,"Ayniqsa, ayollarni o'rganganimdan, ularning birontasi meni injikliklariyu xiyla-nayranglari bilan aldayolmasliklaridan xursand edim","Ayniqsa ayollarni o'rganganimdan ularning birontasi meni injiqliklari-yu, xil-xil naranglari bilan aldolmasliklaridan xursand edim.",ayniqsa ayollarni o'rganganimdan ularning birontasi meni injikliklariyu xiyla-nayranglari bilan aldayolmasliklaridan xursand edim,ayniqsa ayollarni o'rganganimdan ularning birontasi meni injiqliklari-yu xil-xil naranglari bilan aldolmasliklaridan xursand edim,0.3333,0.0853,0.9535,12,13,common_voice_uz_30284632.wav,
1936,bd78ebd2c6242ceb4521dddf551be725a08a37ffaf894b5b00920c4812d93393074f26f5b407fc44fb8ecbca6b4c8b851f96adc7d833ef2c4d31a9ecc15d9c31,common_voice_uz_31940238.mp3,283c736ea8ed12738883b620f1e69d78c48f617aa22b49897907ce4bd3e32cfd,0,0,twenties,male_masculine,other,7.27,11,0.8894,"Meshchanlik katta illat, u daryodagi to'g'on singari doimo turg'unlikka xizmat qiladi.",Mish-mishchalik katta illat. U daryodagi to'g'on singari doimo turg'unlikka xizmat qiladi.,meshchanlik katta illat u daryodagi to'g'on singari doimo turg'unlikka xizmat qiladi,mish-mishchalik katta illat u daryodagi to'g'on singari doimo turg'unlikka xizmat qiladi,0.0909,0.0833,0.9535,11,11,common_voice_uz_31940238.wav,
2558,5444e97198eb855e14e014817007b0b35cde4f0ce2941b55acb3282d92747dd73a7ed9d1648ff43365b56ca1225d241e7dbf98d0d641cda7a8cc622715a02854,common_voice_uz_32389874.mp3,5ca5b4b4eb906f02a27aa5f2547ed92eda295ecfe8b0e04f7e730454df1b3883,0,0,teens,male_masculine,other,3.816,5,0.4385,"So'zingda turmasang, qasamingdan ham tonasan.",Sizningda turmasang qasamingdan ham tonasan.,so'zingda turmasang qasamingdan ham tonasan,sizningda turmasang qasamingdan ham tonasan,0.2,0.0698,0.9535,5,5,common_voice_uz_32389874.wav,
877,b7808eea20000dd73de504f3d1b545ee8e39025baca4052d52836a54bd5968887676fa6b52c02bef7736d6779319e1ba4dad424327187e9a15a59577b8671d12,common_voice_uz_30258271.mp3,6728fdc2f706da97fbeefb3d619132603232a4c0a3d13900875031ca53f10171,0,0,teens,male_masculine,other,6.2,7,0.6816,Aslida AyTi sohasida ketish niyatim yo'q edi.,Aslida IT sohasida ketish niyatim yo'q edi.,aslida ayti sohasida ketish niyatim yo'q edi,aslida it sohasida ketish niyatim yo'q edi,0.1429,0.0682,0.9535,7,7,common_voice_uz_30258271.wav,
3261,b518858ab96403b492b77a5c812201c82338510fbf6400489587ed963745f4e18086dc9760493ff1062a32574431922b84c4fc0d0720bb3033f91771820db1c6,common_voice_uz_35656566.mp3,84500afa34454c44dd14262f59e8c117e605e60cb0610b7c6112b4fbf1c96811,0,0,,,other,8.676,11,0.1176,Vatanning qiymati sen u yerda boshqa joylardagiga nisbatan adolat ko'proqligini ko'rishingdir.,Vatan: Vatanning qiymati sen u yerda boshqa joylardagidan nisbatan adolat ko'proqligini ko'rishingdir.,vatanning qiymati sen u yerda boshqa joylardagiga nisbatan adolat ko'proqligini ko'rishingdir,vatan vatanning qiymati sen u yerda boshqa joylardagidan nisbatan adolat ko'proqligini ko'rishingdir,0.1818,0.086,0.9534,11,12,common_voice_uz_35656566.wav,
965,30fd02023d452dbd8d83510cf487aabca11a7138c6245bf13db730dfd6e9f71e9f3ce9c7e690f730dcbd1ab281acd9b201a2a71b0dc81eac3c63620d7f79f993,common_voice_uz_30275355.mp3,9119806b69c810fba585f84b32cbb5ce9e70c5e4424cf73c2a3b27ed71fdd005,0,0,twenties,female_feminine,other,8.136,12,0.8815,"Diydoringni ko'ray, qo'llaringdan tutay. Qaridim, yurish tugul, o'tirish, yotish ham og'irlik qilyapti.","Dydoringni ko'ra qo'llaringda tutay qardim, yurish tug'ilib o'tirish yotish ham og'irlik qilyapti.",diydoringni ko'ray qo'llaringdan tutay qaridim yurish tugul o'tirish yotish ham og'irlik qilyapti,dydoringni ko'ra qo'llaringda tutay qardim yurish tug'ilib o'tirish yotish ham og'irlik qilyapti,0.4167,0.0825,0.9534,12,12,common_voice_uz_30275355.wav,
1347,e49023665bbb28d4e979f063363b92c6675b9f49b87d462e319cce5ceeeda754213925f93f57f5ff8e4d27e782b4f917c8138a945a7df7af49e6624b05d0ff05,common_voice_uz_30695229.mp3,13f02ebac90e0c6abc3c6af4816bb5795e023e8a0dd08d2dcc8a2b87c4fa2f13,0,0,,,other,9.108,10,0.0615,O'zbekistonda koronavirusga qarshi majburiy emlashni joriy qilishga chaqiriqlar yangray boshladi,O'zbekistonda koronavirusga qarshi majburiy emlashni joriy qilish chaqiriqlari yangidan boshlandi.,o'zbekistonda koronavirusga qarshi majburiy emlashni joriy qilishga chaqiriqlar yangray boshladi,o'zbekistonda koronavirusga qarshi majburiy emlashni joriy qilish chaqiriqlari yangidan boshlandi,0.4,0.0729,0.9534,10,10,common_voice_uz_30695229.wav,
2574,e4a747e601cdc60eab4ccef73712c3a8fed3ca90601d85a0282d2e7f9bbe8ac4421bdfe77ad51858373723d02e6ebcb9a203824281aa205950452a05990301b7,common_voice_uz_32418778.mp3,5fe2be7794e2edac94ffde74c43002e60271eb52222932787db68805af135d0a,1,0,,,other,5.64,8,0.0945,"Sariyog' buzilsa, tuz sepiladi, tuz buzilsa, nima sepiladi?",Aryoq buzilsa tuz sepiladi. Tuz buzilsa nima sepiladi?,sariyog' buzilsa tuz sepiladi tuz buzilsa nima sepiladi,aryoq buzilsa tuz sepiladi tuz buzilsa nima sepiladi,0.125,0.0727,0.9533,8,8,common_voice_uz_32418778.wav,
1540,98e99dd783803c64d2bed3246b1f7ac58aac22dd8e9c3cfc348c05366c963c96d1a6e93fdee6a63a789577f0cf6b3ccc4253c992adf3f83b05312c7386548744,common_voice_uz_31872116.mp3,1df94c63027e79cc90e7597bf705b30975580c994fe2641779278f64d138a598,0,1,teens,male_masculine,other,8.676,11,0.7197,"Qonun loyihasida aytilishicha, davlat teleradio tashkilotlarini moliyaviy-siyosiy guruhlar va davlat hoki","Qonun loyihasida aytishlaricha, davlat teleradio tashkilotlarini moliyaviy-siyosiy guruhlar va davlat hokimiyat",qonun loyihasida aytilishicha davlat teleradio tashkilotlarini moliyaviy-siyosiy guruhlar va davlat hoki,qonun loyihasida aytishlaricha davlat teleradio tashkilotlarini moliyaviy-siyosiy guruhlar va davlat hokimiyat,0.1818,0.0962,0.9533,11,11,common_voice_uz_31872116.wav,
1417,0a202a1a835919dfc1b5963b9da67369de757ca75ebf0eda63ae09a20e405b164b49d0b0cd786fec3b7ee7d09b1a531e1fbd5e612da95090edab0c1c41259438,common_voice_uz_31503972.mp3,1873818b1a9a44fb851e7ed7ccde49f3864d43b0270cef1226e7c9eef62a48bf,1,0,twenties,male_masculine,other,7.308,8,0.3552,Ana shu-da. Shu sababli-da janozada odam taxchil bo'ldi.,"Ana shunda, shu sabablida janozada odam taqchil bo'ldi.",ana shu-da shu sababli-da janozada odam taxchil bo'ldi,ana shunda shu sabablida janozada odam taqchil bo'ldi,0.375,0.0556,0.9533,8,8,common_voice_uz_31503972.wav,
1919,b278277d54cbedf405c4d001165daf1810a84712a89ceaac1311479872ffc393d6ec5bf8cfe6f022455c51dda89d92ad052c3ceea31a641d9af5fd1b25f6d663,common_voice_uz_31939672.mp3,32c02091590f13d1b26092f00727f1b643dbd8fc8a62034e7fa1854881ecda44,0,0,twenties,male_masculine,other,6.84,7,0.7109,"Vaqtida aytilgan yo'q, shoshilib aytilgan hadan afzal.",Vaqtida aytilgan yo'q shoshilinch aytilgan ha dan afzal.,vaqtida aytilgan yo'q shoshilib aytilgan hadan afzal,vaqtida aytilgan yo'q shoshilinch aytilgan ha dan afzal,0.4286,0.0769,0.9533,7,8,common_voice_uz_31939672.wav,
2584,0d444817c44e7d9094bad52e93daf31519cc1d428f31fc132c0acafe664d3b21be4652d96341fe598c12454cbb26a8e47eb09cf1ae8c63ec2d3a73bbdc2f9527,common_voice_uz_32471738.mp3,6184b3ad4c5c174c27ef3b52f9eb0b2ff5104f2876255978e946b1545bb9dacc,0,0,twenties,male_masculine,other,8.316,14,0.5805,Hindiston tajribasi asosida viloyatda Jizzaxda ishlab chiqaring sanoat dasturini amalga oshiramiz - Shavkat Mirziyoyev,Hindiston tajribasi asosida viloyatda Jizzaxda ishlab chiqarilgan sanoat dasturini amalga oshirish Shavkat Mirziyoyev.,hindiston tajribasi asosida viloyatda jizzaxda ishlab chiqaring sanoat dasturini amalga oshiramiz - shavkat mirziyoyev,hindiston tajribasi asosida viloyatda jizzaxda ishlab chiqarilgan sanoat dasturini amalga oshirish shavkat mirziyoyev,0.2143,0.0678,0.9532,14,13,common_voice_uz_32471738.wav,
2576,e4a747e601cdc60eab4ccef73712c3a8fed3ca90601d85a0282d2e7f9bbe8ac4421bdfe77ad51858373723d02e6ebcb9a203824281aa205950452a05990301b7,common_voice_uz_32418808.mp3,613d2e0c99e591a1bf234c04a86043200541026d6ce960256977b51a4940b008,0,0,,,other,7.678,9,0.0945,"Bo'pti, ikkalamiz o'ynaymiz. Ammo yutib olganni qaytib berish yo'q.","O'tta ikkalamiz o'ynaymiz, ammo yutib olganini qaytib berish yo'q.",bo'pti ikkalamiz o'ynaymiz ammo yutib olganni qaytib berish yo'q,o'tta ikkalamiz o'ynaymiz ammo yutib olganini qaytib berish yo'q,0.2222,0.0625,0.9531,9,9,common_voice_uz_32418808.wav,
2066,5e45b10fcbba64092b73f70e1234f30c5d7895a086a4f5a2dc2c19999a36911d94c5c9d4910aab113d75bddf1a5dc0e90538ba53a3bbb28313608c779c83ad77,common_voice_uz_32065082.mp3,405d6d84f14ab27760ac8c88a5cd95e855788178767a967471668800e8ef5925,0,0,,,other,9.18,9,0.5793,Qaynoq foto! Eldor Shomurodov yangi murabbiyi Joze Mourinyo bilan,Qanday foto? Eldor Shomurodov yangi murabbiyi Joze Mourinyo bilan.,qaynoq foto eldor shomurodov yangi murabbiyi joze mourinyo bilan,qanday foto eldor shomurodov yangi murabbiyi joze mourinyo bilan,0.1111,0.0625,0.9531,9,9,common_voice_uz_32065082.wav,
2191,55b54a294a07e2921ab983f32db05ff6950b44c42f2b8aef80863645289f085bfe0d7fceba10a6f22e98d938584522c5a843014d8e54ea96a14362a58263c46b,common_voice_uz_32086220.mp3,4ac4c4994bcba5578e124139688acdfade005eb8f94e03c42568edff2d642bcf,1,1,twenties,male_masculine,other,9.0,11,0.2801,"Endi, ullarim, qishloq o'z oti o'zi bilan qishloq-da, dedi serjant Orziqulov.","Endi o'g'illarim qishloq o'z oti o'zi bilan qishloqda, dedi serjant Orziqulov.",endi ullarim qishloq o'z oti o'zi bilan qishloq-da dedi serjant orziqulov,endi o'g'illarim qishloq o'z oti o'zi bilan qishloqda dedi serjant orziqulov,0.1818,0.0822,0.953,11,11,common_voice_uz_32086220.wav,
2800,0d444817c44e7d9094bad52e93daf31519cc1d428f31fc132c0acafe664d3b21be4652d96341fe598c12454cbb26a8e47eb09cf1ae8c63ec2d3a73bbdc2f9527,common_voice_uz_33347143.mp3,6e2b775985cb4f5724cf6f313ac222d4754fc1b77a90357565d20f0baad45a88,0,0,twenties,male_masculine,other,7.488,10,0.5805,"Bir kishi o'z ustidan kuladi, ikkitasi bir-biridan, uchtasi boshqa birovdan.","Bir kishi o'z ustidan kuladi, ikkitasi bir-biridan, uchinchisi boshqa birovdan.",bir kishi o'z ustidan kuladi ikkitasi bir-biridan uchtasi boshqa birovdan,bir kishi o'z ustidan kuladi ikkitasi bir-biridan uchinchisi boshqa birovdan,0.1,0.0685,0.953,10,10,common_voice_uz_33347143.wav,
392,d7a2f718e587f4af1c3166c9116dc36451ffbb0aa4194058f3fabc029515c162a46f1f2b2f1c03eb84f50fceebe2cb5287518a532eb651be1f46045d094a57d8,common_voice_uz_30045284.mp3,a0aee8eb39ad783700d39c77828b323b02cef478f76c8f46e35ecf6bd98ce93c,1,0,,male_masculine,other,8.748,10,0.833,Bizga o'rnak qilib yuborilgan siymo zot Allohning elchisi alayhissalom shundaymidilar?...,Bizga o'rnak qilib yuborilgan siymozod Allohning elchisi alayhissalom shunday dedilar.,bizga o'rnak qilib yuborilgan siymo zot allohning elchisi alayhissalom shundaymidilar,bizga o'rnak qilib yuborilgan siymozod allohning elchisi alayhissalom shunday dedilar,0.4,0.0588,0.9529,10,10,common_voice_uz_30045284.wav,
408,71a2bbfd3253511167e72cb0556155041279d63ddf5a7739119ae06d1bef2536604903bb726922406e8a57fbe9ea1d0f6732b9d077cd70b6778f70b5741f101f,common_voice_uz_30049354.mp3,9f075a68ac3b2878de152ca00c4091a7a8abeaca767782072937038bde4084ce,0,1,twenties,male_masculine,other,9.108,11,0.6369,O'zimga bo'lgan hurmatni yo'qotdim Kim Kardashyan homiladorlik davridagi muammosi haqida gapirdi,"O'zimga bo'lgan hurmatni yo'qotdim, deb Kardaşyan homiladorlik davridagi muammosi haqida gapirdi.",o'zimga bo'lgan hurmatni yo'qotdim kim kardashyan homiladorlik davridagi muammosi haqida gapirdi,o'zimga bo'lgan hurmatni yo'qotdim deb kardaşyan homiladorlik davridagi muammosi haqida gapirdi,0.1818,0.0521,0.9529,11,11,common_voice_uz_30049354.wav,
415,28f17a51e3d73a411606697113f170b2cf1e419c2c1768dc027b0c19216428e5e28ce1262009a105c29181fc17f0ed32d28964e6369631026d588d42197d90c2,common_voice_uz_30060278.mp3,a1fcf25bd9792269882871c02bc1fa118e726799c89c287ad1d2f2ca1e6072ee,0,0,twenties,female_feminine,other,7.308,12,0.7219,"Yurak qon-tomir, buyrak xastaligi bor insonlarga esa ko'p suv ichish tavsiya etilmaydi.","Yurak-qon tomir, buyrak kasalligi bor insonlarga esa ko'p suv ichish tavsiya etilmaydi.",yurak qon-tomir buyrak xastaligi bor insonlarga esa ko'p suv ichish tavsiya etilmaydi,yurak-qon tomir buyrak kasalligi bor insonlarga esa ko'p suv ichish tavsiya etilmaydi,0.25,0.0588,0.9529,12,12,common_voice_uz_30060278.wav,
232,28f17a51e3d73a411606697113f170b2cf1e419c2c1768dc027b0c19216428e5e28ce1262009a105c29181fc17f0ed32d28964e6369631026d588d42197d90c2,common_voice_uz_29211235.mp3,12304cd085be4f11e983d4eb6b0c20f891a79e1b0013bf525471b88d9503d80a,1,1,twenties,female_feminine,other,9.828,14,0.7219,"Biz biror ishda muvaffaqiyat qozonar ekanmiz, tabiiyki, u ish uchun ularning haqqini ishlatib yuboramiz.","Biz biror ishda muvaffaqiyat qozonar ekanmiz, tabiiyki, u ish biz u ish uchun ularning haqqini ishlatib yuboramiz.",biz biror ishda muvaffaqiyat qozonar ekanmiz tabiiyki u ish uchun ularning haqqini ishlatib yuboramiz,biz biror ishda muvaffaqiyat qozonar ekanmiz tabiiyki u ish biz u ish uchun ularning haqqini ishlatib yuboramiz,0.2143,0.099,0.9528,14,17,common_voice_uz_29211235.wav,
3626,6f44c71af2e2d25da8099d59c8aa9de0331c654a57d40fc3aab427a8d0cd50a70b8103a881f218bcd55f9255ce216c3f0ca2580c20f8ed9e6bf69b777026c313,common_voice_uz_43526807.mp3,97a970e52488c2421a375821ed9c82ecb1d4c948d30b025f8d8320a43eb06e3a,0,0,twenties,male_masculine,other,8.286,14,0.6737,"Buni qarangki, Yoshlar ittifoqi shahar kengashi faollari buni eshitib, maktabga tikuv mashinasi sovg'a qildi.","Buni qarangki, yoshlar ittifoqi shahar kengash xodimlari buni eshitib, maktabga tikuv mashinasi sovg'a qildi.",buni qarangki yoshlar ittifoqi shahar kengashi faollari buni eshitib maktabga tikuv mashinasi sovg'a qildi,buni qarangki yoshlar ittifoqi shahar kengash xodimlari buni eshitib maktabga tikuv mashinasi sovg'a qildi,0.1429,0.0566,0.9528,14,14,common_voice_uz_43526807.wav,
3562,09d5f2b90ffc30ae8fe87cfb3b4f1b0d219984dd0c85a06668ee90c29e3266dc39b6330032346f5116c00fb752405a2408afc09613d424bc8423d38ff5a1ea37,common_voice_uz_42540181.mp3,97340a7937e6c20458167d779035645bf435f4dbdc9ed59379eb01aa112ebf49,0,0,,,other,6.39,9,0.5,"Lekin ajraladigan, hamma o'z ishi bilan shug'ullanadigan vaqt keldi.",ajraladigan hamma o'z ishi bilan shug'ullanadigan vaqt keldi.,lekin ajraladigan hamma o'z ishi bilan shug'ullanadigan vaqt keldi,ajraladigan hamma o'z ishi bilan shug'ullanadigan vaqt keldi,0.1111,0.0909,0.9524,9,8,common_voice_uz_42540181.wav,
434,d7a2f718e587f4af1c3166c9116dc36451ffbb0aa4194058f3fabc029515c162a46f1f2b2f1c03eb84f50fceebe2cb5287518a532eb651be1f46045d094a57d8,common_voice_uz_30065427.mp3,a2580ed350989465fcd6b16cbd189f82441828bdd126bac764be1afa282f0e04,0,1,,male_masculine,other,9.36,12,0.833,"Qiz baxt-shodlikka ko'milgan kelinchakka entikib tikilar, odamlar bilan birga zaif ovozda Gorko",Qiz baxshodlikka ko'milgan keyinchalikka intikib tikilar odamlar bilan birga zaif ovozda go'rko.,qiz baxt-shodlikka ko'milgan kelinchakka entikib tikilar odamlar bilan birga zaif ovozda gorko,qiz baxshodlikka ko'milgan keyinchalikka intikib tikilar odamlar bilan birga zaif ovozda go'rko,0.3333,0.0745,0.9524,12,12,common_voice_uz_30065427.wav,
2036,54dd106bce0bf6b19324ce60d56c690eed5927de28bea72b6176ef36e106a7feba70195778de1e177de63bbafb1da236ad5eaa07741fb1b626711e547fe5a474,common_voice_uz_31998623.mp3,413b1bb829e894f0094aa8b4669dc77ab65de471858ecc8dfcfcfbede62a1850,0,0,twenties,male_masculine,other,7.388,11,0.5101,"Kim biladi. Ziyod degichi gapi o'rolida masalan, masalan, deydi. Shunday gap-da.","Kim biladi? Ziyoddegacha gapi orolida, masalan, masalan deydi. Shunday gapda.",kim biladi ziyod degichi gapi o'rolida masalan masalan deydi shunday gap-da,kim biladi ziyoddegacha gapi orolida masalan masalan deydi shunday gapda,0.3636,0.0667,0.9524,11,10,common_voice_uz_31998623.wav,
1431,7c9a1af46102ac8e36b81833e206f21cdcb34739dfe66ff2ee1947c3336466274890fa7000e88ce86096503287f5c3fecc939afee2abf55702a72b36e802fe29,common_voice_uz_31770051.mp3,1bbc7ee9ec33ea512f0a57ea4335fedaf301e9b99a328ab6d87ca7ff9a82058c,0,0,,,other,8.56,8,0.0,Kulol ko'zaning dastagini qayerga xohlasa o'sha yerga o'rnatadi.,"Kulol ko'zaning dastasiga qayerga xohlasa, o'sha yerga o'rnatadi.",kulol ko'zaning dastagini qayerga xohlasa o'sha yerga o'rnatadi,kulol ko'zaning dastasiga qayerga xohlasa o'sha yerga o'rnatadi,0.125,0.0476,0.9524,8,8,common_voice_uz_31770051.wav,
790,bc69c744bf0f8464394b0554f6d87cc8e1bb9286bf3d13bf8492d0b48c3da997198a0f90a9fb9d7390d2bde284907bf6750dca97b9cd2d1195f51874358d334d,common_voice_uz_30230531.mp3,3f36f959374184fa8886ef5d7b6dcc188141cbde1455122de8385ec1642515d8,0,0,teens,male_masculine,other,9.0,14,0.7333,Biroq pandemiya boshlanganidan keyin ko'plab Angliyadagi kompaniyalar juda keng qamrovda sun'iy intellekti qo'llashni boshlashdi.,"Biroq, pandemiya boshlangandan keyin ko'plab Angliyadagi kompaniyalar juda keng qamrovda sun'iy intellektga o'tishni boshladi.",biroq pandemiya boshlanganidan keyin ko'plab angliyadagi kompaniyalar juda keng qamrovda sun'iy intellekti qo'llashni boshlashdi,biroq pandemiya boshlangandan keyin ko'plab angliyadagi kompaniyalar juda keng qamrovda sun'iy intellektga o'tishni boshladi,0.2857,0.0703,0.9524,14,14,common_voice_uz_30230531.wav,
